"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USC00308577","40.8216","-73.4908","80.8","2023-04",,"19","0","0","29","0","0.0","1.40","86","4458","4.57","0.0","53.4","62.8","44.0",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-05",,"28","0","0","37","0","0.0","2.00","84","4689","4.04","0.0","57.8","68.0","47.7",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-06",,"102","0","0","47","0","0.0","0.88","85","4737","2.43","0.0","65.9","74.0","57.7",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-07",,"444","0","0","58","0","0.0","0.40","90","0","2.75","0.0","76.0","84.1","67.9",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-08",,"636","0","0","56","0","0.0","1.30","85","0","5.52","0.0","71.2","78.0","64.3",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-09",,"770","0","0","50","0","0.0","3.58","93","69","9.56","0.0","67.1","74.4","59.9",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-10",,"782","0","0","40","0","0.0","1.03","79","301","3.53","0.0","57.9","65.6","50.3",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-11",,"782","0","0","24","0","0.0","1.48","64","967","1.87","0.0","42.8","51.5","34.1",,,,
"USC00308577","40.8216","-73.4908","80.8","2023-12",,"782","0","0","23","0","0.0","4.10","60","1721","8.48","0.0","40.7","47.3","34.1",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-01",,"0",,"2","15",,"1.8","1.77","57","2683","5.13","3.5","34.0","40.3","27.6",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-02",,"0",,"3","18",,"4.0","0.40","56","3543","1.04","7.3","35.4","42.3","28.4",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-03",,"0","0","0","24","0","0.0","3.20","70","4195","8.50","0.0","44.0","52.1","35.8",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-04",,"2","0","0","32","0","0.0","1.32","82","4647","3.84","0.0","50.0","58.9","41.1",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-05",,"39","0","0","42","0","0.0","1.31","83","4801","3.96","0.0","61.2","69.1","53.4",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-06",,"235","0","0","52","0","0.0","1.09","91","4805","2.92","0.0","71.4","80.0","62.8",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-07",,"555","0","0","58","0","0.0","1.75","89","0","5.77","0.0","75.3","82.7","67.9",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-08",,"790","0","0","52","0","0.0","3.08","90","4","7.22","0.0","72.5","80.9","64.0",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-09",,"839","0","0","49","0","0.0","0.20","81","44","0.56","0.0","65.3","72.7","57.9",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-10",,"842","0","0","37","0","0.0","0.01","82","301","0.01","0.0","56.5","66.6","46.5",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-11",,"844","0","0","28","0","0.0","1.42","78","806","3.56","0.0","48.2","57.5","38.9",,,,
"USC00308577","40.8216","-73.4908","80.8","2024-12",,"844",,"1","7",,"1.0","0.82","61","1743","3.73","1.0","34.8","42.8","26.8",,,,
"USW00054743","40.87645","-74.28284","52.0","2023-01","4.5","0",,,"27",,,"1.11","66","2561","4.33",,"41.0","48.2","33.9","300","280","25.1","38"
"USW00054743","40.87645","-74.28284","52.0","2023-02","5.1","0",,,"3",,,"0.29","70","3320","1.19",,"37.9","48.1","27.7","290","300","31.1","47"
"USW00054743","40.87645","-74.28284","52.0","2023-03","6.3","0",,,"23",,,,"64","4015",,,"42.5","51.5","33.6","330","300","29.1","44"
"USW00054743","40.87645","-74.28284","52.0","2023-04","6.0","27",,,"29",,,"1.82","92","4316","6.37",,"55.9","66.8","44.9","300","290","28.0","42"
"USW00054743","40.87645","-74.28284","52.0","2023-05","3.8","43",,,"36",,,"0.54","87","4477","1.22",,"60.3","73.1","47.6","90","120","23.0","31"
"USW00054743","40.87645","-74.28284","52.0","2023-06","4.5","176",,,"45",,,"1.87","96","4501","3.75",,"68.6","79.2","58.0","110","210","23.0","31"
"USW00054743","40.87645","-74.28284","52.0","2023-07","3.1","573",,,"58",,,"1.09","93","0","5.26",,"77.8","87.5","68.1","290","340","21.0","32"
"USW00054743","40.87645","-74.28284","52.0","2023-08","3.8","866",,,"57",,,"1.46","89","0","4.62",,"74.4","83.3","65.6","310","170","23.9","36"
"USW00054743","40.87645","-74.28284","52.0","2023-09","3.8","1026",,,"45",,,"3.11","96","50","9.18",,"68.7","77.6","59.8","170","180","23.9","36"
"USW00054743","40.87645","-74.28284","52.0","2023-10","3.1","1062",,,"39",,,"0.91","87","261","3.03",,"59.3","69.3","49.4","300","290","23.0","31"
"USW00054743","40.87645","-74.28284","52.0","2023-11","3.8","1062",,,"26",,,"1.24","68","888","3.22",,"44.1","54.0","34.2","290","320","21.9","30"
"USW00054743","40.87645","-74.28284","52.0","2023-12","4.0","1062",,,"24",,,"3.76","64","1589","9.81",,"42.4","49.6","35.2","120","110","30.0","42"
"USW00054743","40.87645","-74.28284","52.0","2024-01","5.4","0",,,"16",,,"3.10","61","2501","6.60",,"35.6","41.8","29.4","140","140","32.0","45"
"USW00054743","40.87645","-74.28284","52.0","2024-02","4.5","0",,,"20",,,"0.53","62","3273","1.59",,"38.4","46.9","29.8","300","320","33.1","49"
"USW00054743","40.87645","-74.28284","52.0","2024-03","6.5","0",,,"25",,,"2.49","76","3822","7.70",,"47.3","55.7","38.9","300","300","33.1","53"
"USW00054743","40.87645","-74.28284","52.0","2024-04","6.3","12",,,"34",,,"1.30","90","4172","3.95",,"53.7","63.5","44.0","100","110","36.0","54"
"USW00054743","40.87645","-74.28284","52.0","2024-05","4.3","119",,,"45",,,"0.93","89","4251","4.18",,"65.9","75.2","56.6","290","330","21.9","34"
"USW00054743","40.87645","-74.28284","52.0","2024-06","4.3","423",,,"53",,,"1.24","97","4251","2.53",,"75.1","86.1","64.2","300","310","31.1","48"
"USW00054743","40.87645","-74.28284","52.0","2024-07","3.4","885",,,"61",,,"0.80","99","0","2.71",,"79.9","89.7","70.1","300","310","25.1","37"
"USW00054743","40.87645","-74.28284","52.0","2024-08","3.6","1201",,,"55",,,"2.74","97","0","8.78",,"75.2","84.8","65.6","200","190","21.9","39"
"USW00054743","40.87645","-74.28284","52.0","2024-09","3.6","1299",,,"49",,,"0.40","86","14","1.01",,"67.8","77.4","58.2","320","310","21.0","32"
"USW00054743","40.87645","-74.28284","52.0","2024-10","3.4","1304",,,"34",,,"0.00","84","227","0.00",,"58.3","71.5","45.1","310","270","23.9","38"
"USW00054743","40.87645","-74.28284","52.0","2024-11","4.9","1313",,,"27",,,"1.27","82","725","2.57",,"48.7","58.7","38.6","320","300","25.1","44"
"USW00054743","40.87645","-74.28284","52.0","2024-12","4.5","1313",,,"7",,,"1.00","65","1652","3.98",,"35.1","43.0","27.2","300","300","31.1","48"
"US1NJBG0060","41.047028","-74.016935","69.5","2023-06",,,,,,,,"0.65",,,"2.89",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2023-11",,,,,,,,"1.25",,,"2.83",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2023-12",,,,,,,,"2.81",,,"7.41",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-01",,,,,,,,"2.47",,,"6.23",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-02",,,,,,,,"0.46",,,"1.78",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-03",,,,,,,,"1.86",,,"6.88",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-05",,,,,,,,,,,"4.48",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-07",,,,,,,,,,,"3.30",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-08",,,,,,,,,,,"11.19",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-09",,,,,,,,,,,"1.46",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-11",,,,,,,,"1.55",,,"3.72",,,,,,,,
"US1NJBG0060","41.047028","-74.016935","69.5","2024-12",,,,,,,,"0.74",,,"4.19",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-01",,,,,,,,"1.24",,,"4.87",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-03",,,,,,,,"1.50",,,"3.59",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-04",,,,,,,,"1.70",,,"4.61",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-05",,,,,,,,"1.43",,,"2.45",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-06",,,,,,,,"0.60",,,"2.01",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-08",,,,,,,,"1.71",,,"7.04",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-09",,,,,,,,"2.05",,,"9.96",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-10",,,,,,,,"0.88",,,"2.46",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-11",,,,,,,,"1.55",,,"2.53",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2023-12",,,,,,,,"3.12",,,"8.27",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-01",,,,,,,,"1.93",,,"5.92",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-03",,,,,,,,"2.45",,,"7.81",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-05",,,,,,,,"0.58",,,"3.85",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-08",,,,,,,,"1.95",,,"3.84",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-09",,,,,,,,"0.62",,,"1.04",,,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-10",,,,"0",,,"0.0","0.00",,,"0.00","0.0",,,,,,,
"US1NJMD0082","40.5419","-74.35374","32.9","2024-11",,,,,,,,"0.90",,,"3.13",,,,,,,,
"US1NJMD0088","40.58884","-74.37212","27.4","2023-02",,,,,,,,"0.21",,,"0.80",,,,,,,,
"US1NJMD0088","40.58884","-74.37212","27.4","2023-03",,,,,,,,,,,"3.52",,,,,,,,
"US1NJMD0088","40.58884","-74.37212","27.4","2023-04",,,,,,,,"1.58",,,"4.76",,,,,,,,
"US1NJMD0088","40.58884","-74.37212","27.4","2023-05",,,,,,,,"1.68",,,"2.67",,,,,,,,
"US1NJMD0088","40.58884","-74.37212","27.4","2023-06",,,,,,,,"0.62",,,"2.75",,,,,,,,
