month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2015-01-01,A DIVISION,S 42nd,offpeak,1266580.2,0.467730211,0.131454628,592417.8242,166497.8285,30678.6,0.024221601,0.975778399
2015-01-01,A DIVISION,S 42nd,peak,1551410.2,0.975408063,0.200125818,1513258.018,310477.2357,52260.2,0.033685611,0.966314389
2015-02-01,A DIVISION,1,offpeak,5696020.7,0.920232558,0.764044315,5241663.698,4352012.232,621270,0.109070882,0.890929118
2015-02-01,A DIVISION,1,peak,5960062.2,1.265690912,1.126350809,7543596.561,6713120.882,898442.1,0.150743746,0.849256254
2015-02-01,A DIVISION,2,peak,5038085.5,1.322409068,1.752394117,6662409.949,8828711.393,1106333.1,0.219593951,0.780406049
2015-02-01,A DIVISION,2,offpeak,4582112,1.286097342,1.553196079,5893042.063,7116918.394,985860.4,0.215154147,0.784845853
2015-02-01,A DIVISION,3,offpeak,3609990.8,0.818283712,1.0476546,2953996.671,3782023.468,448004.5,0.124101286,0.875898714
2015-02-01,A DIVISION,3,peak,3763947.4,1.008879799,1.375540537,3797370.495,5177462.227,589225.4,0.156544536,0.843455464
2015-02-01,A DIVISION,4,offpeak,5393617.4,1.075430067,1.539098208,5800458.322,8301306.875,1024766.9,0.189996217,0.810003783
2015-02-01,A DIVISION,4,peak,5850218.5,1.333584849,2.330197087,7801762.755,13632162.11,1491751.3,0.254990698,0.745009302
2015-02-01,A DIVISION,5,offpeak,3769223.8,1.204566608,2.044868136,4540281.128,7707565.646,881332.7,0.233823394,0.766176606
2015-02-01,A DIVISION,5,peak,4575130.7,1.587449117,2.773410452,7262787.19,12688715.3,1349133.2,0.294884078,0.705115922
2015-02-01,A DIVISION,6,offpeak,7423316.5,1.15756389,1.037593381,8592963.125,7702384.067,1236202.4,0.166529664,0.833470336
2015-02-01,A DIVISION,6,peak,8172768.6,1.636163941,1.930201363,13371989.29,15775089.09,1986700.3,0.243087795,0.756912205
2015-02-01,A DIVISION,7,peak,4030272,0.90925553,1.802767707,3664547.105,7265644.214,763149.9,0.189354441,0.810645559
2015-02-01,A DIVISION,7,offpeak,3539115.2,1.000695676,1.054745242,3541577.278,3732864.917,506351.3,0.143072851,0.856927149
2015-02-01,A DIVISION,S 42nd,offpeak,1219866.2,0.394942203,0.093035125,481776.644,113490.4047,19447.5,0.015942322,0.984057678
2015-02-01,A DIVISION,S 42nd,peak,1688694.2,0.438686511,0.162309441,740807.3665,274091.0113,2947.1,0.001745195,0.998254805
2015-03-01,A DIVISION,1,offpeak,7131032.2,0.91297737,0.720914697,6510471.022,5140865.915,659870.9,0.092535117,0.907464883
2015-03-01,A DIVISION,1,peak,7678261.6,1.112670585,1.000335433,8543375.828,7680837.142,964833.7,0.125657831,0.874342169
2015-03-01,A DIVISION,2,offpeak,5376586.5,1.17529413,1.510001261,6319070.554,8118652.397,1114611.8,0.207308447,0.792691553
2015-03-01,A DIVISION,2,peak,6034143.5,1.2203311,1.691488107,7363652.978,10206681.96,1262324.3,0.209196931,0.790803069
2015-03-01,A DIVISION,3,peak,4582529.2,0.957409475,1.399191949,4387356.873,6411837.965,690792.2,0.150744746,0.849255254
2015-03-01,A DIVISION,3,offpeak,4088311.3,0.706932921,0.957611226,2890161.849,3915012.796,450239.1,0.11012838,0.88987162
2015-03-01,A DIVISION,4,peak,7008785.8,1.35998823,2.520177416,9531866.195,17663383.68,1853034.9,0.264387435,0.735612565
2015-03-01,A DIVISION,4,offpeak,6329120,1.094640547,1.794326586,6928111.381,11356508.28,1282192.4,0.202586205,0.797413795
2015-03-01,A DIVISION,5,peak,5400979.8,1.632326863,2.865750834,8816164.415,15477862.37,1589803.2,0.294354591,0.705645409
2015-03-01,A DIVISION,5,offpeak,4270073.3,1.242606701,2.167918876,5306021.696,9257172.509,1057258.2,0.247597202,0.752402798
2015-03-01,A DIVISION,6,peak,10003007.5,1.376401995,1.666019266,13768159.48,16665203.21,2042391,0.204177694,0.795822306
2015-03-01,A DIVISION,6,offpeak,9049193.1,1.293503471,1.144761944,11705162.69,10359171.88,1584581.8,0.175107524,0.824892476
2015-03-01,A DIVISION,7,peak,4639499.3,1.088228682,1.797078192,5048836.21,8337543.014,857848.6,0.184901116,0.815098884
2015-03-01,A DIVISION,7,offpeak,4017801.6,0.948783111,1.098910422,3812022.301,4415204.051,631514.9,0.157179215,0.842820785
2015-03-01,A DIVISION,S 42nd,offpeak,1474805.5,0.371827116,0.094693701,548372.6762,139654.7905,19447.3,0.013186349,0.986813651
2015-03-01,A DIVISION,S 42nd,peak,2063170.2,0.438076287,0.153421479,903825.9402,316534.6245,3100.4,0.001502736,0.998497264
2015-04-01,A DIVISION,1,offpeak,7159924.9,0.999172697,0.774094184,7154001.47,5542456.225,705333.9,0.098511354,0.901488646
2015-04-01,A DIVISION,1,peak,6880455,0.846975864,0.790135465,5827579.321,5436491.509,591798.3,0.086011507,0.913988493
2015-04-01,A DIVISION,2,peak,5493497.6,1.030924698,1.246223033,5663382.357,6846123.24,876642.8,0.159578262,0.840421738
2015-04-01,A DIVISION,2,offpeak,5494179.9,1.380889218,1.51115584,7586853.785,8302562.043,1157149.9,0.210613762,0.789386238
2015-04-01,A DIVISION,3,offpeak,4242275.9,0.902624686,0.999616841,3829182.953,4240650.435,478684.2,0.11283665,0.88716335
2015-04-01,A DIVISION,3,peak,4147579.3,0.771030082,1.056112568,3197908.407,4380310.625,450297.2,0.108568678,0.891431322
2015-04-01,A DIVISION,4,offpeak,6318513.5,0.910242219,1.530916014,5751377.746,9673113.503,1131870,0.179135488,0.820864512
2015-04-01,A DIVISION,4,peak,6372764.5,0.871536866,2.188267695,5554099.199,13945314.68,1435998.5,0.225333684,0.774666316
2015-04-01,A DIVISION,5,offpeak,4430624.1,1.161109052,1.988545737,5144437.751,8810498.666,1017468.1,0.22964442,0.77035558
2015-04-01,A DIVISION,5,peak,5035619.5,1.070004251,2.404442863,5388134.269,12107859.37,1271283.4,0.252458193,0.747541807
2015-04-01,A DIVISION,6,offpeak,8886180,1.161512214,1.006112194,10321406.61,8940494.052,1421609.9,0.159979868,0.840020132
2015-04-01,A DIVISION,6,peak,8934389.1,1.265018154,1.453602354,11302164.41,12987049.03,1629575.1,0.182393567,0.817606433
2015-04-01,A DIVISION,7,peak,4175290.5,0.776889121,1.478864813,3243737.768,6174690.203,643594,0.154143526,0.845856474
2015-04-01,A DIVISION,7,offpeak,3982917.2,0.911548736,1.037160757,3630623.14,4130925.42,625256.2,0.156984484,0.843015516
2015-04-01,A DIVISION,S 42nd,peak,1955857.5,0.51443776,0.133643301,1006166.951,261387.2518,14470.6,0.007398596,0.992601404
2015-04-01,A DIVISION,S 42nd,offpeak,1462452.3,0.534487886,0.088389743,781663.0387,129265.7827,30464.2,0.020830902,0.979169098
2015-05-01,A DIVISION,1,peak,6373169.3,0.906467432,0.781166854,5777070.408,4978508.61,584030.8,0.09163899,0.90836101
2015-05-01,A DIVISION,1,offpeak,6011099.6,0.975851359,0.788339429,5865939.715,4738786.824,645536.5,0.107390751,0.892609249
2015-05-01,A DIVISION,2,peak,4955224.8,1.050082673,1.211949534,5203395.705,6005482.386,805401.7,0.162535855,0.837464145
2015-05-01,A DIVISION,2,offpeak,4492306.2,1.206633262,1.455177438,5420566.083,6537102.629,933918.8,0.207892953,0.792107047
2015-05-01,A DIVISION,3,offpeak,3535158.5,0.707327817,0.946780254,2500515.944,3347018.264,401933.6,0.113696062,0.886303938
2015-05-01,A DIVISION,3,peak,3795412.5,0.821178572,1.012176899,3116711.415,3841628.855,424921.5,0.111956606,0.888043394
2015-05-01,A DIVISION,4,offpeak,5322776.6,1.006921753,1.65013875,5359619.543,8783319.926,1032032.3,0.193889839,0.806110161
2015-05-01,A DIVISION,4,peak,5863728.8,1.150249347,2.370003036,6744750.226,13897055.06,1500487.4,0.255893042,0.744106958
2015-05-01,A DIVISION,5,offpeak,3821563.5,1.15655483,2.144082328,4419847.723,8193746.766,923112.7,0.241553673,0.758446327
2015-05-01,A DIVISION,5,peak,4686722.1,1.185010532,2.64342328,5553815.048,12388990.3,1310949,0.279715539,0.720284461
2015-05-01,A DIVISION,6,offpeak,7235322.1,1.203187677,0.931480914,8705450.393,6739564.445,1058441.2,0.146288055,0.853711945
2015-05-01,A DIVISION,6,peak,7982528.2,1.215852446,1.393240844,9705576.434,11121584.33,1376060,0.172383982,0.827616018
2015-05-01,A DIVISION,7,offpeak,4455855.7,0.834442488,1.081848364,3718155.316,4820560.2,605730.7,0.135940376,0.864059624
2015-05-01,A DIVISION,7,peak,5006681.4,0.802358883,1.575860961,4017155.294,7889833.765,777200.5,0.155232666,0.844767334
2015-05-01,A DIVISION,S 42nd,peak,1758934.6,0.891037078,0.168089152,1567275.947,295657.826,49707.1,0.028259777,0.971740223
2015-05-01,A DIVISION,S 42nd,offpeak,1201640,0.519907521,0.117452127,624741.6737,141135.1743,21423.1,0.017828218,0.982171782
2015-06-01,A DIVISION,1,offpeak,6207014.2,0.803127309,0.701996185,4985022.612,4357300.286,513867.4,0.082788179,0.917211821
2015-06-01,A DIVISION,1,peak,6566204,0.848098555,0.787059598,5568788.122,5167993.881,559138.3,0.085153964,0.914846036
2015-06-01,A DIVISION,2,peak,5317253.5,1.057724099,1.302043063,5624187.166,6923293.034,884032.7,0.166257392,0.833742608
2015-06-01,A DIVISION,2,offpeak,4839217.4,1.188040297,1.595298071,5749185.277,7719994.184,1033448.4,0.213556928,0.786443072
2015-06-01,A DIVISION,3,offpeak,3743677.3,0.739319887,0.951595808,2767775.08,3562467.627,430393.9,0.114965545,0.885034455
2015-06-01,A DIVISION,3,peak,4035042.2,0.765279923,1.030937604,3087936.783,4159876.739,456023.9,0.113015894,0.886984106
2015-06-01,A DIVISION,4,offpeak,5867317.3,0.92768544,1.478445572,5443024.832,8674509.281,1033125.6,0.176081427,0.823918573
2015-06-01,A DIVISION,4,peak,6380307.4,1.049921927,2.312414717,6698824.638,14753916.73,1518277.7,0.237963096,0.762036904
2015-06-01,A DIVISION,5,peak,4978684.3,1.249264711,2.56471681,6219694.605,12768915.31,1307681.3,0.262655999,0.737344001
2015-06-01,A DIVISION,5,offpeak,4086669.9,1.136774997,1.853917896,4645624.162,7576350.463,886075,0.216820791,0.783179209
2015-06-01,A DIVISION,6,offpeak,7633764.6,1.113805177,0.925691799,8502526.528,7066513.285,1125877.5,0.147486536,0.852513464
2015-06-01,A DIVISION,6,peak,8386902,1.297242824,1.515565773,10879848.43,12710901.61,1503405.7,0.179256381,0.820743619
2015-06-01,A DIVISION,7,offpeak,4132169.9,0.793452297,1.114254275,3278679.699,4604287.977,582418,0.140947254,0.859052746
2015-06-01,A DIVISION,7,peak,4514865.1,0.767264003,1.275666208,3464093.471,5759460.844,586018,0.129797455,0.870202545
2015-06-01,A DIVISION,S 42nd,offpeak,1205996.4,0.36737093,0.142327905,443048.0192,171646.9413,15934.8,0.013212975,0.986787025
2015-06-01,A DIVISION,S 42nd,peak,1727569.6,0.94702129,0.187110802,1636045.191,323246.9332,72311.4,0.041857301,0.958142699
2015-07-01,A DIVISION,1,offpeak,7514881.8,1.150411821,0.950726627,8645208.858,7144598.225,968772.9,0.128913924,0.871086076
2015-07-01,A DIVISION,1,peak,6894909.9,1.133544198,0.933042238,7815685.113,6433242.163,821340.9,0.119122789,0.880877211
2015-07-01,A DIVISION,2,offpeak,5617254.8,1.322477185,1.787855802,7428691.316,10042841.59,1353265.6,0.240912269,0.759087731
2015-07-01,A DIVISION,2,peak,5368296,1.04321167,1.381192487,5600269.036,7414650.102,902761.3,0.168165336,0.831834664
2015-07-01,A DIVISION,3,peak,4089201.1,0.778999478,1.127355371,3185485.521,4609982.824,486901.7,0.119070128,0.880929872
2015-07-01,A DIVISION,3,offpeak,4428842,0.76981086,1.076223838,3409370.669,4766425.336,540073.4,0.121944608,0.878055392
2015-07-01,A DIVISION,4,peak,6469818.8,0.92417546,2.158388922,5979247.763,13964385.23,1445350.2,0.223398869,0.776601131
2015-07-01,A DIVISION,4,offpeak,6651994.1,0.960619391,1.532375607,6390034.519,10193353.5,1224109.3,0.184021405,0.815978595
2015-07-01,A DIVISION,5,peak,4996983.2,1.135254459,2.438717112,5672847.46,12186228.44,1247270.6,0.249604722,0.750395278
2015-07-01,A DIVISION,5,offpeak,4625675.3,1.196877894,2.020470255,5536368.512,9346039.353,1061157.6,0.229405985,0.770594015
2015-07-01,A DIVISION,6,offpeak,8856600.1,1.127259356,0.981124784,9983685.326,8689429.864,1330440.7,0.150220252,0.849779748
2015-07-01,A DIVISION,6,peak,8657513.8,1.055311992,1.289479508,9136378.132,11163686.64,1295437.5,0.149631584,0.850368416
2015-07-01,A DIVISION,7,offpeak,5302015.4,0.737144659,0.973135429,3908352.336,5159579.03,715199.7,0.134892045,0.865107955
2015-07-01,A DIVISION,7,peak,5257843.7,1.032501985,1.74444114,5428734.056,9171998.856,879296.6,0.167235211,0.832764789
2015-07-01,A DIVISION,S 42nd,peak,1910046.6,0.510052582,0.16472332,974224.1998,314629.217,25396.3,0.013296168,0.986703832
2015-07-01,A DIVISION,S 42nd,offpeak,1564574,0.541676072,0.156979914,847492.2985,245606.6925,39187,0.025046434,0.974953566
2015-08-01,A DIVISION,1,peak,6565112.9,1.409198561,0.861562924,9251547.649,5656257.865,786496.4,0.119799372,0.880200628
2015-08-01,A DIVISION,1,offpeak,6293572.6,0.854374295,0.661176515,5377066.655,4161162.396,566120.1,0.089952104,0.910047896
2015-08-01,A DIVISION,2,peak,5294537,1.095018194,1.379662501,5797614.345,7304674.159,943237.7,0.178153009,0.821846991
2015-08-01,A DIVISION,2,offpeak,4916416.5,1.191374839,1.555160429,5857294.917,7645816.393,1069170.7,0.217469513,0.782530487
2015-08-01,A DIVISION,3,offpeak,3766958,0.838276339,0.982206781,3157751.762,3699931.69,454466.2,0.120645412,0.879354588
2015-08-01,A DIVISION,3,peak,4070107.3,0.867308289,1.224185545,3530037.799,4982566.524,559251.1,0.13740451,0.86259549
2015-08-01,A DIVISION,4,offpeak,5796649.5,0.971865396,1.51491934,5633563.062,8781456.437,1054097.3,0.181845961,0.818154039
2015-08-01,A DIVISION,4,peak,6258545.3,1.402264264,2.45364907,8776134.417,15356273.86,1524430.6,0.243575867,0.756424133
2015-08-01,A DIVISION,5,offpeak,4148952.7,1.255316013,1.987827706,5208246.761,8247403.127,959868.9,0.231352095,0.768647905
2015-08-01,A DIVISION,5,peak,5028336.5,1.649448277,2.781425332,8293980.977,13985942.52,1420657.9,0.282530395,0.717469605
2015-08-01,A DIVISION,6,offpeak,7611891.4,1.200839284,0.941153339,9140658.218,7163957.008,1161383.2,0.152574852,0.847425148
2015-08-01,A DIVISION,6,peak,8262230.2,1.167081882,1.28597494,9642699.173,10625020.99,1358581.1,0.164432734,0.835567266
2015-08-01,A DIVISION,7,offpeak,4712881,0.82553808,0.965741162,3890662.73,4551423.175,634809.8,0.13469676,0.86530324
2015-08-01,A DIVISION,7,peak,5038485.8,0.735806185,1.176983333,3707349.016,5930213.808,626808.1,0.124404062,0.875595938
2015-08-01,A DIVISION,S 42nd,peak,1960289.1,0.561617324,0.149872748,1100932.319,293793.9147,27620.8,0.014090167,0.985909833
2015-08-01,A DIVISION,S 42nd,offpeak,1393196.7,0.520518897,0.129449536,725185.2097,180348.6658,38229.2,0.027439916,0.972560084
2015-09-01,A DIVISION,1,peak,5919837.1,0.851672562,0.812778086,5041762.831,4811513.867,552627.9,0.093351876,0.906648124
2015-09-01,A DIVISION,1,offpeak,5731789.1,0.876695682,0.750685509,5025034.752,4302771.018,591462.4,0.10318984,0.89681016
2015-09-01,A DIVISION,2,offpeak,4512668.7,1.298547632,1.586041009,5859915.256,7157277.619,981046.9,0.217398388,0.782601612
2015-09-01,A DIVISION,2,peak,4762371.5,1.034614328,1.217835788,4927217.79,5799786.448,764899.7,0.160613194,0.839386806
2015-09-01,A DIVISION,3,offpeak,3506544.3,0.780887558,1.007683681,2738216.816,3533487.468,421962.2,0.120335625,0.879664375
2015-09-01,A DIVISION,3,peak,3651318,0.736582764,0.957857102,2689497.906,3497440.877,374925.9,0.102682346,0.897317654
2015-09-01,A DIVISION,4,offpeak,5723234.9,1.08163119,1.658806241,6190429.374,9493737.773,1076823.4,0.188149433,0.811850567
2015-09-01,A DIVISION,4,peak,5932928.9,1.249119279,2.280055221,7410935.869,13527405.51,1372577.6,0.231349073,0.768650927
2015-09-01,A DIVISION,5,peak,4673290.8,1.093326147,2.504309693,5109431.024,11703367.45,1178933.9,0.252270606,0.747729394
2015-09-01,A DIVISION,5,offpeak,3895528.9,1.24468049,1.998809324,4848688.822,7786419.489,894638.5,0.229657775,0.770342225
2015-09-01,A DIVISION,6,offpeak,7392229.8,1.142186113,1.005941497,8443302.223,7436150.71,1157823.2,0.156627057,0.843372943
2015-09-01,A DIVISION,6,peak,8016019.5,1.068232713,1.358068769,8562974.257,10886305.74,1277502.7,0.159368712,0.840631288
2015-09-01,A DIVISION,7,offpeak,4366900,1.218224972,1.247132254,5319866.63,5446101.839,684896.9,0.156838238,0.843161762
2015-09-01,A DIVISION,7,peak,4703252.7,0.97091014,1.644251581,4566435.738,7733330.69,834953.6,0.177526842,0.822473158
2015-09-01,A DIVISION,S 42nd,peak,1718947.6,0.75974103,0.168005201,1305955.019,288792.1367,52860.9,0.030751897,0.969248103
2015-09-01,A DIVISION,S 42nd,offpeak,1191290.4,0.436935388,0.13456817,520516.9335,160309.7687,26454.2,0.02220634,0.97779366
2015-10-01,A DIVISION,1,peak,7699298.5,0.934858996,1.019226282,7197758.469,7847327.383,933893.7,0.121295947,0.878704053
2015-10-01,A DIVISION,1,offpeak,6925220.6,0.921110639,0.884256785,6378894.37,6123673.301,847169.3,0.12233102,0.87766898
2015-10-01,A DIVISION,2,peak,6155133.6,1.067953436,1.499170488,6573396.08,9227594.644,1122169.1,0.182314337,0.817685663
2015-10-01,A DIVISION,2,offpeak,5390186.6,1.158364935,1.510421986,6243803.148,8141456.352,1125997.6,0.208897703,0.791102297
2015-10-01,A DIVISION,3,offpeak,4213374,0.83664864,1.069688187,3525113.628,4506996.393,545851.2,0.129552041,0.870447959
2015-10-01,A DIVISION,3,peak,4685910.2,0.857700352,1.145304815,4019106.83,5366795.515,570692,0.121788932,0.878211068
2015-10-01,A DIVISION,4,offpeak,6504996.1,1.010334545,1.695556706,6572222.276,11029589.76,1279428.4,0.196683961,0.803316039
2015-10-01,A DIVISION,4,peak,7361063.2,1.114934816,2.469749503,8207105.643,18179982.18,1923046.2,0.261245712,0.738754288
2015-10-01,A DIVISION,5,offpeak,4576500.1,1.22632936,2.074771275,5612296.437,9495190.948,1086989.8,0.23751552,0.76248448
2015-10-01,A DIVISION,5,peak,5788671.6,1.225359121,2.794188074,7093201.542,16174637.15,1645086.4,0.28419066,0.71580934
2015-10-01,A DIVISION,6,offpeak,8841465.1,1.24754349,1.247050077,11030112.23,11025749.73,1602293.9,0.181224931,0.818775069
2015-10-01,A DIVISION,6,peak,10098406.6,1.536956279,1.861451896,15520809.43,18797698.11,2326755.6,0.230408191,0.769591809
2015-10-01,A DIVISION,7,offpeak,5532158.3,0.93935168,1.052889145,5196642.192,5824749.42,856146.4,0.154758117,0.845241883
2015-10-01,A DIVISION,7,peak,6263368,1.132420279,1.541185841,7092764.937,9653014.081,956663.1,0.152739405,0.847260595
2015-10-01,A DIVISION,S 42nd,peak,1916472.3,1.003871038,0.271487985,1923891.036,520299.2032,75786,0.039544532,0.960455468
2015-10-01,A DIVISION,S 42nd,offpeak,1314699.4,0.450626123,0.247171874,592437.8942,324956.7142,33544.9,0.025515262,0.974484738
2015-11-01,A DIVISION,1,offpeak,6541706.6,0.857515757,0.882099648,5609616.488,5770437.087,723011.1,0.110523315,0.889476685
2015-11-01,A DIVISION,1,peak,6570632.2,0.876860456,0.953952863,5761527.55,6268073.397,694941,0.105764709,0.894235291
2015-11-01,A DIVISION,2,offpeak,4977312.5,1.093895318,1.392863518,5444658.842,6932717,996942.5,0.200297349,0.799702651
2015-11-01,A DIVISION,2,peak,5247332.4,1.021075228,1.463421729,5357921.128,7679060.251,962143,0.1833585,0.8166415
2015-11-01,A DIVISION,3,offpeak,3860292.3,0.624360213,0.887844914,2410212.921,3427340.884,366217.3,0.094867764,0.905132236
2015-11-01,A DIVISION,3,peak,3914738.1,0.75712863,1.139980484,2963960.295,4462725.033,472733.9,0.120757478,0.879242522
2015-11-01,A DIVISION,4,offpeak,5848569.4,0.986105275,1.474943163,5767305.138,8626307.449,1060077.6,0.181254171,0.818745829
2015-11-01,A DIVISION,4,peak,6197041,1.046380255,2.468770581,6484461.342,15299072.51,1570170.6,0.253374247,0.746625753
2015-11-01,A DIVISION,5,peak,4848326.1,1.177421513,2.749975411,5708523.452,13332777.56,1381224.1,0.284886798,0.715113202
2015-11-01,A DIVISION,5,offpeak,4163810.9,1.0852395,1.832093251,4518732.059,7628489.85,898364.7,0.215755403,0.784244597
2015-11-01,A DIVISION,6,offpeak,8160145.3,1.046410747,1.01803838,8538863.743,8307341.105,1228461.4,0.15054406,0.84945594
2015-11-01,A DIVISION,6,peak,8602965.1,1.152061508,1.521182035,9911144.947,13086675.96,1490209.4,0.17322044,0.82677956
2015-11-01,A DIVISION,7,offpeak,4181124.6,0.688338688,0.867560517,2878029.821,3627378.62,550318.8,0.131619804,0.868380196
2015-11-01,A DIVISION,7,peak,4571587.2,0.949849349,1.453636572,4342319.127,6645426.347,685554.3,0.1499598,0.8500402
2015-11-01,A DIVISION,S 42nd,offpeak,1325144.3,0.382181117,0.122774014,506445.1287,162693.2845,25801.4,0.019470634,0.980529366
2015-11-01,A DIVISION,S 42nd,peak,1735854.9,0.376558055,0.143209399,653650.1457,248590.7368,4188.2,0.002412759,0.997587241
2015-12-01,A DIVISION,1,offpeak,7112202.8,0.858589911,0.828973569,6106465.572,5895828.138,786845,0.110633094,0.889366906
2015-12-01,A DIVISION,1,peak,7693221.3,0.934289622,0.881738253,7187696.821,6783407.511,812481.7,0.105610078,0.894389922
2015-12-01,A DIVISION,2,offpeak,5384188.9,1.214998793,1.533554429,6541783.013,8256946.735,1128704.5,0.209633154,0.790366846
2015-12-01,A DIVISION,2,peak,6144446,1.271883637,1.50439223,7815020.327,9243656.823,1154768.4,0.187936943,0.812063057
2015-12-01,A DIVISION,3,offpeak,4189082.9,0.801156439,0.991984295,3356110.739,4155504.447,501412.2,0.119694981,0.880305019
2015-12-01,A DIVISION,3,peak,4625713.1,1.014561815,1.126602956,4693071.877,5211342.051,596338.1,0.12891809,0.87108191
2015-12-01,A DIVISION,4,peak,7331430,0.944640487,1.932059504,6925565.608,14164759.01,1496400.6,0.204107602,0.795892398
2015-12-01,A DIVISION,4,offpeak,6499249.6,1.046911141,1.555568779,6804136.812,10110029.76,1188975.8,0.182940474,0.817059526
2015-12-01,A DIVISION,5,offpeak,4396475.6,1.324410002,1.845797003,5822736.26,8115001.487,997808.6,0.226956474,0.773043526
2015-12-01,A DIVISION,5,peak,5467726,1.139459203,2.349806481,6230250.71,12848097.99,1341315.6,0.245315072,0.754684928
2015-12-01,A DIVISION,6,peak,10183072.5,1.128613439,1.369562557,11492752.48,13946354.81,1703795.1,0.167316407,0.832683593
2015-12-01,A DIVISION,6,offpeak,9019434.1,1.046045898,0.858849024,9434742.039,7746332.175,1281041.7,0.142031272,0.857968728
2015-12-01,A DIVISION,7,offpeak,4931497.1,0.764333528,0.926552334,3769308.575,4569290.148,656136.3,0.133050124,0.866949876
2015-12-01,A DIVISION,7,peak,5708251.5,1.178428826,1.452393966,6726768.115,8290630.035,912125.1,0.159790629,0.840209371
2015-12-01,A DIVISION,S 42nd,offpeak,1423921.8,0.440662641,0.145142092,627469.1408,206670.9892,23410.4,0.01644079,0.98355921
2015-12-01,A DIVISION,S 42nd,peak,2037960.6,0.51765217,0.187245211,1054954.727,381598.3635,20537.4,0.010077427,0.989922573
2016-01-01,A DIVISION,1,offpeak,5412054.3,0.845385744,0.748032116,4575273.55,4048390.43,539978.3,0.09977326,0.90022674
2016-01-01,A DIVISION,1,peak,5268511.8,0.945309622,0.852921483,4980374.901,4493626.896,537749.8,0.102068633,0.897931367
2016-01-01,A DIVISION,2,peak,4369950.7,1.106948981,1.463505588,4837312.475,6395447.27,829252.7,0.189762484,0.810237516
2016-01-01,A DIVISION,2,offpeak,4157125.1,1.362203408,1.490429547,5662849.978,6195902.078,863787.7,0.20778487,0.79221513
2016-01-01,A DIVISION,3,offpeak,3274231.5,0.792593107,1.051823274,2595133.317,3443912.897,434717.5,0.132769323,0.867230677
2016-01-01,A DIVISION,3,peak,3291490,0.819569728,1.129196354,2697605.564,3716738.507,414947.9,0.126066888,0.873933112
2016-01-01,A DIVISION,4,peak,5187993.7,1.104019994,2.337253174,5727648.775,12125654.74,1282403.6,0.247186807,0.752813193
2016-01-01,A DIVISION,4,offpeak,5054791.9,1.226467762,1.677901107,6199539.307,8481440.923,1039705.2,0.205687043,0.794312957
2016-01-01,A DIVISION,5,offpeak,3587337.7,1.542945749,1.927308424,5535067.456,6913906.17,844371.7,0.235375582,0.764624418
2016-01-01,A DIVISION,5,peak,4154593.8,1.226444419,2.660441749,5095378.378,11053054.8,1138122.1,0.273943051,0.726056949
2016-01-01,A DIVISION,6,offpeak,6835060.5,1.133882771,0.816319914,7750157.337,5579595.998,996926.2,0.145854773,0.854145227
2016-01-01,A DIVISION,6,peak,7053333.7,1.256253283,1.626329788,8860773.616,11471046.7,1334689.9,0.189228237,0.810771763
2016-01-01,A DIVISION,7,peak,4388939.3,1.290265579,2.135031255,5662897.309,9370522.58,786935.4,0.179299677,0.820700323
